d freq
0 1
1 3
2 17
3 13
4 29
5 29
6 35
7 28
8 33
9 28
10 30
11 21
12 21
13 12
14 13
15 7
16 6
17 5
18 6
19 2
20 5
21 1
22 2
23 1
24 2
25 1
