ts,Dtree,nDtree,HK,HDT
403,5.911764532006926,12.074073626886161,11.115384187869838,0.0
806,7.5757575298438935,13.127272647713498,13.601307100645052,0.0
1209,8.259259231450306,15.068493099080504,13.25622771083193,0.0
1612,8.115473422366112,15.105515551305718,13.282178184945103,0.0
2015,8.058201043989063,15.166969119479186,12.91620109326592,0.0
2418,7.873259041959249,15.09593021061638,13.11676644742999,0.0
2821,8.019744473844664,14.984009821667884,14.015075359277544,0.0
3224,7.879154070615152,14.552270311982818,13.82795697437854,0.0
3627,7.656360417264699,14.614246054935942,14.037558672265202,0.0
4030,8.036050150441966,14.484502435167615,13.981712374080038,0.0
4433,8.113394749742456,14.632158579565228,13.79579578543859,0.0
4836,8.07119740577916,14.374579680985487,13.717808209782323,0.0
5239,7.884272992353547,14.585530340536154,13.68417760244892,0.0
5642,7.748079029776027,14.647559583060408,13.637254894096161,0.0
6045,7.740458011328011,14.580577420167675,13.795007958685604,0.0
6448,7.719489116499769,14.45892075135687,13.850709733797988,0.0
6851,7.568131377022579,14.291931090529497,14.000458498853527,0.0
7254,7.435470438203385,14.330782306832152,13.846186797837968,0.0
7657,7.341060900848307,14.505402155059864,13.750604345789442,0.0
8060,7.357063401054111,14.404215274970186,13.958190796671156,0.0
8463,7.464160222254336,14.489498036849591,14.08097455604408,0.0
8866,7.527611441274913,14.413862713858055,14.194783193023447,0.0
9269,7.546146524723709,14.261498869648923,14.212483824640206,0.0
9672,7.499546139939623,14.281278815160997,14.206045646450942,0.0
10075,7.508538348043839,14.34206652506857,14.201707887455328,0.0
10478,7.542461961952293,14.348791451841262,14.2849507695401,0.0
10881,7.508762610858002,14.307982736162897,14.302752289718631,0.0
11284,7.609283344144534,14.251619586874419,14.243908757324027,0.0
11687,7.625643538213866,14.254161487141824,14.23789421051952,0.0
12090,7.60878809175318,14.252094801471847,14.188485424226352,0.0
12493,7.657032315053019,14.209468818889267,14.133102649565604,0.0
12896,7.67801449425038,14.237329757928704,14.179390159319075,0.0
13299,7.710280372194077,14.251674224616185,14.077751450769382,0.0
13702,7.7781661168219225,14.209623427989618,14.080524341639507,0.0
14105,7.844210105880578,14.224605420027396,14.233931087198481,0.0
14508,7.843201541399575,14.195656424536164,14.230093674037843,0.0
14911,7.808239698912314,14.202695005845,14.117847666896958,0.0
15314,7.708371162573384,14.190677963487346,14.007171751745647,0.0
15717,7.7093474413211025,14.14226988129718,13.958578822717625,0.0
16120,7.695853322875967,14.041203057364186,14.003994440082668,0.0
16523,7.718504921121557,14.000507525968446,14.000506070512735,0.0
16926,7.673164391216185,14.025185182876513,14.054835000155173,0.0
17329,7.721246636968637,14.047573279825793,14.044597184455785,0.0
