ts,Dtree,nDtree,HK,HDT
403,1231,3915,1939,1992
806,1534,2142,1900,2105
1209,1607,3854,1886,1914
1612,1287,4065,2189,2019
2015,1799,4692,1705,1936
2418,1562,2983,1786,2081
2821,1407,5412,1872,1858
3224,1382,2950,2190,1981
3627,1435,5171,1719,1888
4030,1455,4528,1799,2005
4433,1485,3461,1842,2159
4836,1607,4157,2077,1990
5239,1304,8921,1770,2035
5642,1570,5746,1787,2096
6045,1336,5433,1680,1850
6448,1399,2160,1590,1928
6851,1315,3755,1858,1861
7254,1246,4966,1915,1792
7657,1245,3434,1781,2142
8060,1248,3623,1862,1877
8463,1897,4032,1869,2060
8866,1737,4057,1734,1860
9269,1425,6954,1855,1978
9672,1386,4049,1833,1887
10075,1434,4453,1824,2022
10478,1454,4515,1752,2084
10881,1824,4834,1769,2161
11284,2044,3638,1729,2209
11687,1394,3379,1749,1862
12090,1394,3879,1728,2173
12493,1576,4153,1781,2034
12896,1646,4344,1963,1924
13299,1685,3803,1666,2014
13702,1593,5766,1667,1863
14105,1497,4361,1901,1957
14508,1618,6252,1858,1826
14911,1713,4227,1698,1975
15314,1380,4375,1945,1839
15717,1590,4017,1795,1860
16120,1523,3456,1654,1986
16523,1308,5128,1828,1931
16926,1645,3332,1676,1930
17329,2122,3836,2108,2032
17732,1501,4438,1680,2169
18135,1819,3071,1616,2241
18538,1520,3157,1930,1833
18941,1644,5806,1758,1873
19344,1462,5478,1802,1877
19747,1565,4992,2056,2049
20150,1708,3649,1956,2033
20553,1560,3910,1743,2006
20956,1693,5249,1610,2090
21359,1439,3067,1913,2033
21762,1820,4482,1903,1876
22165,1614,4034,2002,1930
22568,1360,3260,1904,2184
22971,1805,3466,1753,1821
23374,1459,4278,1761,1671
23777,1618,4213,1739,1759
24180,1709,4370,1814,2003
24583,1909,6449,1686,2083
24986,1829,3033,1885,1884
25389,2363,4009,1962,1997
25792,1642,3893,1884,1869
26195,2141,3165,1641,1961
26598,1519,4116,1588,1864
27001,1799,6564,1751,1817
27404,1751,5597,1812,1932
27807,1680,4651,1818,1775
28210,2222,3011,1724,1819
28613,1779,3014,1968,1882
29016,1719,3272,1667,1842
29419,1879,6486,1726,1888
29822,1842,4216,1798,1833
30225,2358,3495,1578,1778
30628,1923,4632,1712,1848
31031,1879,5277,2039,1810
31434,1693,3062,1722,1862
31837,1829,4019,1707,2080
32240,1621,3632,1647,1995
32643,1814,3505,1832,1788
33046,2232,3849,1712,1804
33449,1679,3585,1583,1826
33852,2036,3957,1549,1838
34255,1708,2945,1528,1725
34658,1680,3535,1451,1697
35061,1585,3569,1422,1615
35464,2109,4770,1664,1751
35867,2315,4218,1563,1706
36270,1633,3949,1496,1684
36673,1499,2573,1493,1722
37076,1734,4380,1591,1657
37479,2517,4739,1628,1769
37882,2482,3009,1624,1558
38285,1665,2393,1301,1377
38688,2446,5118,1476,1642
39091,2231,4853,1314,1676
39494,1793,3904,1271,1517
39897,1263,1923,1179,1342
40300,1265,2919,1109,1188
80006,264,290,463,573
120009,145,147,288,364
160012,122,123,241,291
200015,111,111,241,270
240018,109,110,199,268
280021,104,104,206,265
320024,105,105,215,274
360027,104,104,192,269
400030,102,102,187,256
440033,102,102,190,251
480036,103,104,181,257
520039,101,101,198,244
560042,99,99,187,236
600045,100,100,198,242
640048,101,101,182,249
680051,100,100,184,245
720054,99,99,185,245
760057,100,100,179,232
800060,101,101,188,254
840063,99,99,179,238
880066,98,98,164,234
920069,99,99,181,243
960072,100,100,172,244
1000075,99,99,181,244
1040078,98,98,188,253
1080081,99,99,183,244
1120084,100,100,185,248
1160087,99,99,181,260
1200090,98,98,183,242
1240093,99,99,183,230
1280096,100,100,186,248
1320099,99,99,181,250
1360102,98,98,168,236
1400105,99,99,191,250
1440108,100,100,166,259
1480111,99,99,192,248
1520114,98,98,175,220
1560117,99,99,184,229
1600120,100,100,182,235
1640123,99,99,183,249
1680126,98,98,174,234
1720129,99,99,188,232
1760132,100,100,189,241
1800135,99,99,190,247
1840138,98,98,190,235
1880141,99,99,187,241
1920144,100,100,181,229
1960147,99,99,182,249
2000150,98,98,183,238
2040153,99,99,181,235
2080156,100,100,176,254
2120159,99,99,169,229
2160162,98,98,186,229
2200165,99,99,204,236
2240168,100,100,191,256
2280171,99,99,189,230
2320174,98,98,172,235
2360177,99,99,175,219
2400180,100,100,192,230
2440183,99,99,188,248
2480186,98,98,189,222
2520189,99,99,195,240
2560192,100,100,175,242
2600195,99,99,185,231
2640198,98,98,179,238
2680201,99,99,182,236
2720204,100,100,192,246
2760207,99,99,176,252
2800210,98,98,182,240
2840213,99,99,194,234
2880216,100,100,196,248
2920219,99,99,170,237
2960222,98,98,182,234
3000225,99,99,184,251
3040228,100,100,187,229
3080231,99,99,179,225
3120234,98,98,175,250
3160237,99,99,185,234
3200240,100,100,185,241
3240243,99,99,183,244
3280246,98,98,173,240
3320249,99,99,183,251
3360252,100,100,172,241
3400255,99,99,180,244
3440258,98,98,196,238
3480261,99,99,186,246
3520264,100,100,183,232
3560267,99,99,190,231
3600270,98,98,176,230
3640273,99,99,180,235
3680276,100,100,185,241
3720279,99,99,173,243
3760282,98,98,188,237
3800285,99,99,178,246
3840288,100,100,198,231
3880291,99,99,188,235
3920294,98,98,172,228
3960297,99,99,167,238
4000300,100,100,178,232
