ts,Dtree,nDtree,HK,HDT
403,2.6057835249880504e-06,1.362356053964365e-06,2.1644808324976875e-06,2.7928218639927743e-06
806,2.5889944573627277e-06,1.3113924720052618e-06,2.0980696940884856e-06,2.4741100606515295e-06
1209,4.5991328684022356e-06,2.5071050464828698e-06,4.158742516512929e-06,5.0916241890119254e-06
1612,3.611884423148289e-06,1.816613108814817e-06,2.983342030575194e-06,3.5949144636430587e-06
2015,2.994528545399637e-06,1.6736076425413482e-06,2.542688780169799e-06,3.1646583002076576e-06
2418,3.452818519956251e-06,1.836368780748431e-06,2.7888703183609493e-06,3.0385610856750753e-06
2821,3.295259030653625e-06,1.9946077538898034e-06,2.572124734187401e-06,3.552934993408968e-06
3224,3.392490104181442e-06,1.861222495274466e-06,2.69168687941183e-06,3.3552876938119035e-06
3627,3.7136482140377214e-06,1.6631902267661774e-06,2.5905679426244367e-06,3.236176060572679e-06
4030,3.3223989706609356e-06,1.468514755984142e-06,2.5495236462211373e-06,2.904181798758161e-06
4433,3.864803191180765e-06,2.117582605087605e-06,3.270224981113981e-06,4.22310035680353e-06
4836,3.1361689005010733e-06,1.5679220700711248e-06,2.6117179857131935e-06,3.0452100407346805e-06
5239,2.9465001625008663e-06,1.6070248757597294e-06,2.4922018125897237e-06,2.9166457340053298e-06
5642,3.202344945702157e-06,1.8909497667154365e-06,2.743429367163458e-06,3.2268892233331723e-06
6045,3.0235098494287833e-06,1.492842865690484e-06,2.602731270925429e-06,2.867913763374518e-06
6448,3.16454868844587e-06,1.4897578340947583e-06,2.5801396893179435e-06,3.167831303947215e-06
6851,2.9807736429002857e-06,1.5060942728044753e-06,2.4996652404892234e-06,2.9834518078735693e-06
7254,2.9622529697818148e-06,1.6343183891167955e-06,2.4472421889583985e-06,2.8515252772304877e-06
7657,3.069363383017297e-06,1.6783644593473564e-06,2.666153936658294e-06,3.208200885709878e-06
8060,3.130494470250034e-06,1.5390480346763045e-06,2.443319618170717e-06,2.949828814120722e-06
8463,3.4165784391117066e-06,1.5433445826575771e-06,2.463962613567919e-06,2.923167397754399e-06
8866,3.440937638919005e-06,1.5111248815385151e-06,2.4958200799605434e-06,3.0010088435802076e-06
9269,3.581046651194566e-06,1.8341725930138648e-06,2.7788214726228813e-06,3.3931887494834755e-06
9672,2.974988620710597e-06,1.4347012270933885e-06,2.438905817209062e-06,2.8184541013220437e-06
10075,3.207592260993297e-06,1.6452716771192862e-06,2.569672326757929e-06,3.0390101604118635e-06
10478,3.3143027024885843e-06,1.7004625702921925e-06,2.47047890393041e-06,2.983170251101718e-06
10881,3.2848620893407174e-06,1.6907244985823827e-06,2.7481834804126973e-06,3.3320577976422068e-06
11284,3.7211369094173994e-06,1.6065156559076038e-06,2.520946931910252e-06,3.167331560568964e-06
11687,4.1792987799776e-06,1.7941971240254161e-06,2.6992826249015838e-06,3.3914017916119183e-06
12090,4.14904846254463e-06,2.1884172798839024e-06,3.287598238957531e-06,3.960175974368921e-06
12493,4.106020710299773e-06,1.8257659534767898e-06,2.5904839897697576e-06,3.2652336779808216e-06
12896,4.35292564409266e-06,2.090983529118059e-06,3.2417352965068695e-06,3.927847053042911e-06
13299,3.551591562573247e-06,1.6415475639815915e-06,2.5790480020970895e-06,3.113031285054266e-06
13702,4.0409506223253155e-06,1.7612318703283015e-06,2.693950332109114e-06,3.387154734115651e-06
14105,4.388988979826801e-06,2.0416814457333194e-06,3.190600729494709e-06,4.334957949976839e-06
14508,3.962722845999459e-06,1.7002991455621366e-06,2.7121279253042206e-06,3.3023320696807124e-06
14911,3.1866542377408153e-06,1.5699410312852967e-06,2.4929941213584697e-06,3.1333395837549675e-06
15314,3.4242365684943118e-06,1.6554494098004e-06,2.590027963819979e-06,3.068758479154474e-06
15717,3.3367256845809644e-06,1.61706222235265e-06,2.4369388677407083e-06,3.169355220519976e-06
16120,3.9030736751759595e-06,1.6553471323242192e-06,2.657762729673058e-06,3.2756205511097655e-06
16523,4.152851449198041e-06,1.7755659325935595e-06,2.9941479459916494e-06,3.6490842661483106e-06
16926,3.51995526652543e-06,1.9453990016755373e-06,3.102240813310512e-06,3.595071930754874e-06
17329,3.966256541879716e-06,1.6698263258843716e-06,2.9570388408619036e-06,3.284646821756547e-06
17732,3.9979002081974995e-06,1.7798430262366624e-06,3.075625968439981e-06,3.6201684426336134e-06
18135,3.6589593720360654e-06,1.5700174263682121e-06,2.534018153112093e-06,3.100728848024203e-06
18538,3.7491987189345635e-06,1.712881755994455e-06,2.683153175721851e-06,3.5784846204691536e-06
18941,3.970259431984543e-06,1.6285414848078853e-06,2.6205421144314776e-06,3.1625073442628493e-06
19344,3.894913794510867e-06,1.8427214554811276e-06,2.71433685276234e-06,3.288063355495867e-06
19747,3.5688048187129543e-06,1.9200225303891816e-06,3.156327018993661e-06,3.6599554183914685e-06
20150,4.1738121737341825e-06,1.794198388284934e-06,2.716663780195344e-06,3.4118720853346324e-06
20553,4.292522438921522e-06,1.7646758821073273e-06,2.7651712506108873e-06,3.53076921662671e-06
20956,3.5094272350053825e-06,1.7200777824282678e-06,2.5922741185252964e-06,3.3099555886832734e-06
21359,3.7485359190595123e-06,1.5769713334490092e-06,2.6603017132849922e-06,3.2808891685534482e-06
21762,4.561899187461779e-06,2.042168824333756e-06,3.0946319881006766e-06,4.047678269678128e-06
22165,4.155663291047618e-06,1.9075059591058165e-06,2.874717267880723e-06,3.523626138474974e-06
22568,4.075816282672683e-06,1.6215152965502195e-06,2.595164649522924e-06,3.174568549798471e-06
22971,3.517670593733624e-06,1.5081746073244445e-06,2.436083438765822e-06,3.0600297918252126e-06
23374,3.835498516171121e-06,1.5280976395539206e-06,2.5893841405763286e-06,3.472673584847086e-06
23777,3.7015629370534698e-06,1.6371725790587633e-06,2.6907813600583236e-06,3.1399708570924236e-06
24180,3.5845397585117186e-06,1.607545959255325e-06,2.5616374910656365e-06,3.0753680973575805e-06
24583,3.5565278108889632e-06,1.4168328574463692e-06,2.4405714186311275e-06,3.002360996121496e-06
24986,4.214096833681745e-06,1.9828865715908633e-06,2.790267559472698e-06,3.495968390139456e-06
25389,3.5290125626105143e-06,1.484742224161653e-06,2.6123074902570773e-06,3.1878597765926145e-06
25792,3.5568142074522025e-06,1.429981119151842e-06,2.4098467814354477e-06,3.0623502624088534e-06
26195,3.5793431393123066e-06,1.4581324121298922e-06,2.366920677632984e-06,2.946836555407974e-06
26598,4.158393246912178e-06,1.634969857319817e-06,2.637528588084817e-06,3.433921339752853e-06
27001,4.4763654326429565e-06,1.7105340538736204e-06,2.8046960169322525e-06,3.2898262905301652e-06
