d freq
2 1
3 2
4 4
5 7
6 11
7 15
8 22
9 27
10 38
11 53
12 68
13 83
14 87
15 92
16 90
17 87
18 75
19 52
20 34
21 21
22 14
23 8
24 4
25 3
26 2
27 1
