d freq
2 1
3 2
4 3
5 7
6 13
7 26
8 43
9 73
10 115
11 175
12 241
13 317
14 371
15 394
16 379
17 330
18 280
19 208
20 141
21 82
22 45
23 27
24 11
25 3
26 2
27 2
28 1
