ts,Dtree,nDtree,HK,HDT,ET,opt
1096101560,589,785,1716,2058,0
1096219061,1322,1735,3712,4562,0
1096336562,1655,2197,5359,5937,0
1096454063,2007,2709,7051,7822,0
1096571564,2943,3705,8901,9461,0
1096689065,3150,4464,10053,12629,0
1096806566,3479,4905,11713,14143,0
1096924067,3664,5581,12690,14740,0
1097041568,4037,6074,15800,16031,0
1097159069,4372,6613,17462,18299,0
1097276570,4682,7118,19111,19592,0
1097394071,4658,8486,19201,19956,0
1097511572,4651,7931,17866,20010,0
1097629073,4687,9324,17491,20261,0
1097746574,4612,7947,17658,19651,0
1097864075,4587,10566,17336,20525,0
1097981576,4891,8019,20972,20898,0
1098099077,4905,16253,21605,20221,0
1098216578,5215,10475,19094,21181,0
1098334079,5212,15025,19603,22346,0
1098451580,5386,10444,19769,22498,0
1098569081,5354,12080,21361,23165,0
1098686582,5281,10567,21546,24245,0
1098804083,5199,14225,22488,24599,0
1098921584,5298,11442,21895,22184,0
1099039085,5436,11680,23145,24544,0
1099156586,5529,17655,22623,24032,0
1099274087,5661,12314,24728,25249,0
1099391588,5650,12679,24606,25740,0
1099509089,6340,13667,27755,28870,0
1099626590,6446,16102,30371,28992,0
1099744091,6395,12055,27348,29671,0
1099861592,6661,19843,29684,29986,0
1099979093,6708,16023,29594,31724,0
1100096594,6581,15261,27701,33418,0
1100214095,6558,13122,27945,29224,0
1100331596,6620,17536,31097,29638,0
1100449097,6605,13922,29915,28790,0
1100566598,5782,13067,25750,26344,0
1100684099,5527,12872,27151,26116,0
1100801600,5238,16826,25942,25174,0
1100919101,5207,12775,23358,25445,0
1101036602,5234,13087,24922,25887,0
1101154103,5178,11301,22945,24836,0
1101271604,5320,14279,24677,26610,0
1101389105,5453,12669,28126,26880,0
1101506606,5225,11193,24410,26027,0
1101624107,5368,8956,23945,24924,0
1101741608,5139,15421,24771,26901,0
1101859109,5252,11643,22900,24131,0
1101976610,5453,15901,25155,28471,0
1102094111,5388,15259,24493,25886,0
1102211612,5304,11128,24245,25003,0
1102329113,5153,12953,26728,22792,0
1102446614,4942,14164,22422,23842,0
1102564115,4839,12122,21851,23581,0
1102681616,4609,7337,21347,20900,0
1102799117,4721,9007,19869,21315,0
1102916618,4611,10564,20162,19034,0
1103034119,4480,8624,18919,19296,0
1103151620,4308,8730,18344,19955,0
1103269121,4289,8266,19958,18355,0
1103386622,4435,9028,17463,18595,0
1103504123,4521,8936,18362,19847,0
1103621624,4446,10520,17577,20118,0
1103739125,4439,9057,18162,19607,0
1103856626,4689,10138,18626,20793,0
1103974127,4738,9788,18312,20064,0
1104091628,4754,8463,19131,21374,0
1104209129,4633,9332,18508,20153,0
1104326630,4857,14104,20841,20695,0
1104444131,4972,8996,19081,21111,0
1104561632,5124,10894,19777,20523,0
1104679133,4801,9775,18303,20723,0
1104796634,4716,15662,18698,19254,0
1104914135,5176,9133,18949,19279,0
1105031636,4606,8681,16553,18050,0
1105149137,4521,7664,17018,18004,0
1105266638,4318,10154,15450,16250,0
1105384139,3860,9101,13577,14344,0
1105501640,3392,8472,12006,13124,0
1105619141,2882,7081,10507,11600,0
1105736642,2561,5344,9177,10251,0
1105854143,2224,3213,7998,9131,0
1105971644,1928,3850,6477,7715,0
1106089145,1708,3198,5133,5425,0
1106206646,980,2019,3080,3498,0
1106324147,478,608,1659,1838,0
1106441648,0,0,0,0,0
1106559149,0,0,0,0,0
1106676650,0,0,0,0,0
1106794151,0,0,0,0,0
1106911652,0,0,0,0,0
1107029153,0,0,0,0,0
1107146654,0,0,0,0,0
1107264155,0,0,0,0,0
1107381656,0,0,0,0,0
1107499157,0,0,0,0,0
1107616658,0,0,0,0,0
1107734159,0,0,0,0,0
