d freq
0 4
1 7
2 14
3 19
4 23
5 27
6 33
7 43
8 58
9 74
10 95
11 109
12 122
13 127
14 122
15 113
16 98
17 79
18 59
19 41
20 28
21 17
22 10
23 6
24 3
25 1
