d freq
0 13
1 17
2 9
3 13
4 15
5 21
6 23
7 27
8 26
9 24
10 22
11 21
12 20
13 19
14 17
15 14
16 13
17 11
18 10
19 10
20 7
21 6
22 6
23 4
24 4
25 4
26 4
27 3
28 2
29 2
30 2
31 2
32 2
33 1
34 1
35 1
36 1
37 1
